Name,Label,xtl,ytl,xbr,ybr,Condition,Image ID
2_bdFixedNull_veh_noveh_6.7_45,DD-CR,797,442,1130,717,Control,27
2_bdFixedNull_veh_noveh_6.7_45,DD-CR,787,434,1143,729,Control,28
2_bdFixedNull_veh_noveh_6.7_45,DD-CR,787,434,1143,729,Control,29
2_bdFixedNull_veh_noveh_6.7_45,DD-CR,782,430,1150,736,Control,30
2_bdFixedNull_veh_noveh_6.7_45,DD-CR,776,425,1158,743,Control,31
2_bdFixedNull_veh_noveh_6.7_45,DD-CR,763,415,1176,758,Control,32
2_bdFixedNull_veh_noveh_6.7_45,DD-CR,763,415,1176,758,Control,33
2_bdFixedNull_veh_noveh_6.7_45,DD-CR,756,409,1186,767,Control,34
2_bdFixedNull_veh_noveh_6.7_45,DD-CR,749,403,1197,776,Control,35
2_bdFixedNull_veh_noveh_6.7_45,DD-CR,731,390,1224,797,Control,36
2_bdFixedNull_veh_noveh_6.7_45,DD-CR,731,390,1224,797,Control,37
2_bdFixedNull_veh_noveh_6.7_45,DD-CR,722,382,1239,809,Control,38
2_bdFixedNull_veh_noveh_6.7_45,DD-CR,711,373,1256,822,Control,39
2_bdFixedNull_veh_noveh_6.7_45,DD-CR,700,364,1276,836,Control,40
2_bdFixedNull_veh_noveh_6.7_45,DD-CR,687,354,1298,851,Control,41
2_bdFixedNull_veh_noveh_6.7_45,DD-CR,673,343,1324,868,Control,42
2_bdFixedNull_veh_noveh_6.7_45,DD-CR,658,330,1354,887,Control,43
2_bdFixedNull_veh_noveh_6.7_45,DD-CR,641,317,1390,908,Control,44
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1047,505,911,617,Control,0
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1048,504,911,618,Control,1
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1049,504,910,619,Control,2
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1051,503,909,620,Control,3
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1052,502,909,622,Control,4
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1053,501,908,623,Control,5
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1054,500,907,625,Control,6
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1056,499,906,626,Control,7
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1057,498,906,628,Control,8
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1058,497,905,629,Control,9
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1060,496,904,631,Control,10
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1061,495,903,633,Control,11
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1063,494,902,634,Control,12
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1064,493,901,636,Control,13
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1066,492,900,638,Control,14
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1068,490,899,640,Control,15
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1069,489,898,642,Control,16
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1071,488,897,644,Control,17
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1073,486,896,647,Control,18
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1075,485,894,649,Control,19
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1077,484,893,651,Control,20
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1079,482,892,654,Control,21
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1081,480,890,656,Control,22
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1083,479,889,659,Control,23
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1085,477,888,662,Control,24
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1088,475,886,665,Control,25
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1090,473,884,668,Control,26
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1093,471,883,671,Control,27
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1095,469,881,674,Control,28
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1098,467,879,678,Control,29
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1101,464,877,681,Control,30
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1104,462,875,685,Control,31
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1107,459,873,689,Control,32
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1110,457,871,693,Control,33
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1113,454,869,698,Control,34
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1117,451,866,702,Control,35
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1120,448,864,707,Control,36
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1124,444,861,712,Control,37
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1128,441,858,718,Control,38
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1132,437,855,724,Control,39
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1137,433,852,730,Control,40
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1141,428,849,737,Control,41
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1146,424,845,744,Control,42
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1152,419,841,751,Control,43
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1157,414,837,759,Control,44
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1163,408,833,768,Control,45
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1169,402,828,777,Control,46
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1175,395,823,787,Control,47
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1182,388,817,798,Control,48
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1190,380,811,810,Control,49
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1198,372,805,823,Control,50
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1206,363,797,837,Control,51
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1215,352,790,852,Control,52
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1225,341,781,869,Control,53
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1236,329,771,888,Control,54
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1247,315,761,909,Control,55
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1260,299,749,933,Control,56
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1274,282,735,959,Control,57
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1274,282,735,959,Control,58
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1289,262,720,989,Control,59
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1323,212,682,1064,Control,60
2_bdFixedNull_veh_rev_noveh_4.1_66,DD-CR,1323,212,682,1064,Control,61
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1051,503,909,620,Control,0
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1052,502,909,622,Control,1
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1053,501,908,623,Control,2
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1054,500,907,625,Control,3
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1056,499,906,626,Control,4
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1057,498,905,628,Control,5
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1058,497,905,629,Control,6
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1060,496,904,631,Control,7
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1061,495,903,633,Control,8
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1063,494,902,634,Control,9
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1064,493,901,636,Control,10
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1066,492,900,638,Control,11
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1068,490,899,640,Control,12
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1069,489,898,642,Control,13
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1071,488,897,644,Control,14
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1073,486,896,647,Control,15
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1075,485,894,649,Control,16
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1077,484,893,651,Control,17
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1079,482,892,654,Control,18
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1081,480,890,656,Control,19
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1083,479,889,659,Control,20
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1085,477,888,662,Control,21
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1088,475,886,665,Control,22
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1090,473,884,668,Control,23
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1093,471,883,671,Control,24
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1095,469,881,674,Control,25
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1098,467,879,678,Control,26
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1101,464,877,681,Control,27
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1104,462,875,685,Control,28
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1107,459,873,689,Control,29
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1110,457,871,693,Control,30
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1113,454,869,698,Control,31
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1117,451,866,702,Control,32
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1120,448,864,707,Control,33
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1124,444,861,712,Control,34
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1128,441,858,718,Control,35
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1132,437,855,724,Control,36
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1137,433,852,730,Control,37
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1141,428,849,737,Control,38
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1146,424,845,744,Control,39
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1152,419,841,751,Control,40
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1157,414,837,759,Control,41
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1163,408,833,768,Control,42
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1169,402,828,777,Control,43
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1175,395,823,787,Control,44
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1182,388,817,798,Control,45
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1190,380,811,810,Control,46
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1198,372,805,823,Control,47
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1206,363,797,837,Control,48
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1215,352,790,852,Control,49
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1225,341,781,869,Control,50
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1236,329,771,888,Control,51
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1247,315,761,909,Control,52
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1260,299,749,933,Control,53
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1274,282,735,959,Control,54
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1289,262,720,989,Control,55
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1305,239,702,1024,Control,56
2_bdFixedNull_veh_rev_noveh_4.5_62,DD-CR,1323,212,682,1064,Control,57
2_bdFixedNull_veh_rev_noveh_6.7_47,DD-CR,1073,486,896,647,Control,0
2_bdFixedNull_veh_rev_noveh_6.7_47,DD-CR,1075,485,894,649,Control,1
2_bdFixedNull_veh_rev_noveh_6.7_47,DD-CR,1077,484,893,651,Control,2
2_bdFixedNull_veh_rev_noveh_6.7_47,DD-CR,1079,482,892,654,Control,3
2_bdFixedNull_veh_rev_noveh_6.7_47,DD-CR,1081,480,890,656,Control,4
2_bdFixedNull_veh_rev_noveh_6.7_47,DD-CR,1083,479,889,659,Control,5
2_bdFixedNull_veh_rev_noveh_6.7_47,DD-CR,1085,477,888,662,Control,6
2_bdFixedNull_veh_rev_noveh_6.7_47,DD-CR,1088,475,886,665,Control,7
2_bdFixedNull_veh_rev_noveh_6.7_47,DD-CR,1090,473,884,668,Control,8
2_bdFixedNull_veh_rev_noveh_6.7_47,DD-CR,1095,469,881,674,Control,9
2_bdFixedNull_veh_rev_noveh_6.7_47,DD-CR,1095,469,881,674,Control,10
2_bdFixedNull_veh_rev_noveh_6.7_47,DD-CR,1101,464,877,681,Control,11
2_bdFixedNull_veh_rev_noveh_6.7_47,DD-CR,1101,464,877,681,Control,12
2_bdFixedNull_veh_rev_noveh_6.7_47,DD-CR,1107,459,873,689,Control,13
2_bdFixedNull_veh_rev_noveh_6.7_47,DD-CR,1107,459,873,689,Control,14
2_bdFixedNull_veh_rev_noveh_6.7_47,DD-CR,1113,454,869,698,Control,15
2_bdFixedNull_veh_rev_noveh_6.7_47,DD-CR,1113,454,869,698,Control,16
2_bdFixedNull_veh_rev_noveh_6.7_47,DD-CR,1117,451,866,702,Control,17
2_bdFixedNull_veh_rev_noveh_6.7_47,DD-CR,1120,448,864,707,Control,18
2_bdFixedNull_veh_rev_noveh_6.7_47,DD-CR,1124,444,861,712,Control,19
2_bdFixedNull_veh_rev_noveh_6.7_47,DD-CR,1128,441,858,718,Control,20
2_bdFixedNull_veh_rev_noveh_6.7_47,DD-CR,1132,437,855,724,Control,21
2_bdFixedNull_veh_rev_noveh_6.7_47,DD-CR,1137,433,852,730,Control,22
2_bdFixedNull_veh_rev_noveh_6.7_47,DD-CR,1141,428,849,737,Control,23
2_bdFixedNull_veh_rev_noveh_6.7_47,DD-CR,1146,424,845,744,Control,24
2_bdFixedNull_veh_rev_noveh_6.7_47,DD-CR,1151,419,841,751,Control,25
2_bdFixedNull_veh_rev_noveh_6.7_47,DD-CR,1157,414,837,759,Control,26
2_bdFixedNull_veh_rev_noveh_6.7_47,DD-CR,1163,408,833,768,Control,27
2_bdFixedNull_veh_rev_noveh_6.7_47,DD-CR,1169,402,828,777,Control,28
2_bdFixedNull_veh_rev_noveh_6.7_47,DD-CR,1175,395,823,787,Control,29
2_bdFixedNull_veh_rev_noveh_6.7_47,DD-CR,1182,388,817,798,Control,30
2_bdFixedNull_veh_rev_noveh_6.7_47,DD-CR,1190,380,811,810,Control,31
2_bdFixedNull_veh_rev_noveh_6.7_47,DD-CR,1198,372,805,823,Control,32
2_bdFixedNull_veh_rev_noveh_6.7_47,DD-CR,1206,363,797,837,Control,33
2_bdFixedNull_veh_rev_noveh_6.7_47,DD-CR,1215,352,790,852,Control,34
2_bdFixedNull_veh_rev_noveh_6.7_47,DD-CR,1225,341,781,869,Control,35
2_bdFixedNull_veh_rev_noveh_6.7_47,DD-CR,1236,329,771,888,Control,36
2_bdFixedNull_veh_rev_noveh_6.7_47,DD-CR,1247,315,761,909,Control,37
2_bdFixedNull_veh_rev_noveh_6.7_47,DD-CR,1260,299,749,933,Control,38
2_bdFixedNull_veh_rev_noveh_6.7_47,DD-CR,1274,282,735,959,Control,39
2_bdFixedNull_veh_rev_noveh_6.7_47,DD-CR,1289,262,720,989,Control,40
2_bdFixedNull_veh_rev_noveh_6.7_47,DD-CR,1305,239,702,1024,Control,41
2_bdFixedNull_veh_rev_noveh_6.7_47,DD-CR,1323,212,682,1064,Control,42
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,900,518,1014,595,Control,0
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,900,518,1015,596,Control,1
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,899,518,1015,597,Control,2
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,898,517,1016,598,Control,3
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,898,517,1017,598,Control,4
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,897,516,1017,599,Control,5
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,896,516,1018,600,Control,6
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,896,515,1019,601,Control,7
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,895,515,1020,602,Control,8
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,894,514,1020,602,Control,9
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,893,514,1021,603,Control,10
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,893,513,1022,604,Control,11
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,892,513,1023,605,Control,12
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,891,512,1024,606,Control,13
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,890,511,1024,607,Control,14
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,889,511,1025,608,Control,15
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,888,510,1026,609,Control,16
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,887,510,1027,610,Control,17
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,886,509,1028,611,Control,18
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,885,508,1029,612,Control,19
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,884,508,1030,613,Control,20
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,882,506,1032,616,Control,21
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,882,506,1032,616,Control,22
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,881,505,1033,617,Control,23
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,880,505,1034,618,Control,24
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,879,504,1036,620,Control,25
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,878,503,1037,621,Control,26
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,877,502,1038,623,Control,27
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,875,501,1039,624,Control,28
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,873,499,1042,627,Control,29
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,873,499,1042,627,Control,30
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,870,497,1045,630,Control,31
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,870,497,1045,630,Control,32
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,869,496,1047,632,Control,33
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,867,495,1048,634,Control,34
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,865,494,1050,636,Control,35
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,864,493,1052,637,Control,36
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,862,492,1053,639,Control,37
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,860,490,1055,641,Control,38
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,859,489,1057,644,Control,39
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,857,488,1059,646,Control,40
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,855,486,1061,648,Control,41
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,853,485,1063,650,Control,42
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,851,483,1066,653,Control,43
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,849,482,1068,655,Control,44
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,846,480,1071,658,Control,45
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,844,478,1073,661,Control,46
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,842,476,1076,664,Control,47
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,839,474,1079,667,Control,48
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,837,472,1082,670,Control,49
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,834,470,1085,673,Control,50
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,831,468,1089,677,Control,51
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,828,466,1092,680,Control,52
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,825,463,1096,684,Control,53
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,821,461,1100,688,Control,54
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,818,458,1104,692,Control,55
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,814,455,1109,697,Control,56
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,810,452,1113,701,Control,57
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,806,449,1119,706,Control,58
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,802,446,1124,712,Control,59
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,797,442,1130,717,Control,60
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,793,438,1136,723,Control,61
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,787,434,1143,729,Control,62
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,782,430,1150,736,Control,63
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,776,425,1158,743,Control,64
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,770,420,1167,750,Control,65
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,763,415,1176,758,Control,66
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,756,409,1186,767,Control,67
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,749,403,1197,776,Control,68
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,740,397,1210,786,Control,69
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,731,390,1224,797,Control,70
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,722,382,1239,809,Control,71
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,711,373,1256,822,Control,72
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,700,364,1276,836,Control,73
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,687,354,1298,851,Control,74
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,673,343,1324,868,Control,75
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,658,330,1354,887,Control,76
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,641,317,1390,908,Control,77
2_bdFixedNull_wal_noveh_3.2_80,DD-CR,622,301,1433,932,Control,78
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,894,514,1020,602,Control,0
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,893,514,1021,603,Control,1
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,893,513,1022,604,Control,2
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,892,513,1023,605,Control,3
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,891,512,1024,606,Control,4
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,890,511,1024,607,Control,5
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,889,511,1025,608,Control,6
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,888,510,1026,609,Control,7
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,887,510,1027,610,Control,8
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,886,509,1028,611,Control,9
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,885,508,1029,612,Control,10
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,884,508,1030,613,Control,11
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,883,507,1031,615,Control,12
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,882,506,1032,616,Control,13
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,881,505,1033,617,Control,14
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,880,505,1034,618,Control,15
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,879,504,1036,620,Control,16
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,878,503,1037,621,Control,17
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,877,502,1038,623,Control,18
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,875,501,1039,624,Control,19
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,874,500,1041,625,Control,20
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,873,499,1042,627,Control,21
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,871,498,1044,629,Control,22
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,870,497,1045,630,Control,23
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,869,496,1047,632,Control,24
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,867,495,1048,634,Control,25
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,865,494,1050,636,Control,26
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,864,493,1052,637,Control,27
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,862,492,1053,639,Control,28
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,860,490,1055,641,Control,29
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,859,489,1057,644,Control,30
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,857,488,1059,646,Control,31
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,855,486,1061,648,Control,32
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,853,485,1063,650,Control,33
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,851,483,1066,653,Control,34
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,849,482,1068,655,Control,35
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,846,480,1071,658,Control,36
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,844,478,1073,661,Control,37
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,842,476,1076,664,Control,38
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,839,474,1079,667,Control,39
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,837,472,1082,670,Control,40
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,834,470,1085,673,Control,41
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,831,468,1089,677,Control,42
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,828,466,1092,680,Control,43
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,825,463,1096,684,Control,44
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,821,461,1100,688,Control,45
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,818,458,1104,692,Control,46
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,814,455,1109,697,Control,47
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,810,452,1113,701,Control,48
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,806,449,1119,706,Control,49
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,802,446,1124,712,Control,50
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,797,442,1130,717,Control,51
2_bdFixedNull_wal_noveh_3.6_72,DD-CR,792,438,1136,723,Control,52
